CNJ,CNJYear,NATURE,SUBJECT,IsCriminal,JusticeSegmentVerifier,NatureVerifier,NatureVerifier2,SubjectVerifier,IsCriminalVerifier
1001350-77.2016.5.02.0385,2016,Ação Trabalhista - Rito Ordinário,"Adicional de Periculosidade, Abrangência da Condenação, Adicional de Hora Extra, Adicional de Horas Extras, Adicional de Insalubridade, Ajuda / Tíquete Alimentação, Armazenamento de Líquido Inflamável, Assédio Moral, Depósito / Diferença de Recolhimento, Desconto Assistencial, Desconto Sindical, Descontos Salariais - Devolução, Honorários Periciais, Intervalo Interjornadas, Multa de 40% do FGTS, Multa do Art. 475-J do CPC, Multa do Artigo 477 da CLT, Outros Agentes Insalubres, Outros Descontos Salariais, Prorrogação do Horário Noturno, Raios Solares, Reflexos, Vale Transporte, Vale Transporte",FALSE,no,ok,no,no,false
1001350-77.2016.5.02.0385,2016,Ação Trabalhista - Rito Ordinário,"Adicional de Periculosidade, Abrangência da Condenação, Adicional de Hora Extra, Adicional de Horas Extras, Adicional de Insalubridade, Ajuda / Tíquete Alimentação, Armazenamento de Líquido Inflamável, Assédio Moral, Depósito / Diferença de Recolhimento, Desconto Assistencial, Desconto Sindical, Descontos Salariais - Devolução, Honorários Periciais, Intervalo Interjornadas, Multa de 40% do FGTS, Multa do Art. 475-J do CPC, Multa do Artigo 477 da CLT, Outros Agentes Insalubres, Outros Descontos Salariais, Prorrogação do Horário Noturno, Raios Solares, Reflexos, Vale Transporte, Vale Transporte",FALSE,no,ok,no,no,false
1001107-45.2019.5.02.0445,2019,Ação Trabalhista - Rito Ordinário,Acidente de Trabalho,FALSE,no,ok,no,no,false
0000037-05.2010.5.05.0651,2010,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0010184-27.2016.5.15.0126,2016,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
1000924-61.2020.5.02.0050,2020,Ação Trabalhista - Rito Ordinário,Rescisão Indireta,FALSE,no,ok,no,no,false
1000924-61.2020.5.02.0050,2020,Ação Trabalhista - Rito Ordinário,Rescisão Indireta,FALSE,no,ok,no,no,false
0020569-56.2016.5.04.0541,2016,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0010834-83.2022.5.03.0163,2022,Ação Trabalhista - Rito Ordinário,Dispensa / Rescisão do Contrato de Trabalho - Direito de Greve - Abusividade / Ilegalidade - DIREITO DO TRABALHO - Direito Coletivo,FALSE,no,ok,no,no,false
0020830-74.2020.5.04.0381,2020,Ação Trabalhista - Rito Ordinário,Acidente de Trabalho,FALSE,no,ok,no,no,false
0000404-34.2013.5.15.0008,2013,Ação Trabalhista - Rito Ordinário,Custas / Emolumentos,FALSE,no,ok,no,no,false
0000404-34.2013.5.15.0008,2013,Ação Trabalhista - Rito Ordinário,Custas / Emolumentos,FALSE,no,ok,no,no,false
0001016-26.2010.5.05.0017,2010,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0001116-21.2020.5.09.0016,2020,Ação Trabalhista - Rito Ordinário,Anotação / Baixa / Retificação,FALSE,no,ok,no,no,false
0010335-24.2016.5.15.0148,2016,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0000779-91.2015.5.02.0019,2015,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0001631-42.2013.5.02.0066,2013,Ação Trabalhista - Rito Ordinário,"Adicional Noturno, Abono Pecuniário, Adicional de Hora Extra, Ajuda / Tíquete Alimentação, Assistência Judiciária Gratuita, Assédio Moral, Aviso Prévio, Base de Cálculo, Contratuais, Correção Monetária, Depósito / Diferença de Recolhimento, Décimo Terceiro Salário, Décimo Terceiro Salário Proporcional, Expurgos Inflacionários, FGTS, Honorários Advocatícios, Honorários Profissionais, Indenização / Dobra / Terço Constitucional, Indenização Adicional, Intervalo Intrajornada, Levantamento / Liberação, Multa de 40% do FGTS, Multa do Art. 475-J do CPC, Reflexos, Saldo de Salário, Vale Transporte, Valor da Causa",FALSE,no,ok,no,no,false
0001631-42.2013.5.02.0066,2013,Ação Trabalhista - Rito Ordinário,"Adicional Noturno, Abono Pecuniário, Adicional de Hora Extra, Ajuda / Tíquete Alimentação, Assistência Judiciária Gratuita, Assédio Moral, Aviso Prévio, Base de Cálculo, Contratuais, Correção Monetária, Depósito / Diferença de Recolhimento, Décimo Terceiro Salário, Décimo Terceiro Salário Proporcional, Expurgos Inflacionários, FGTS, Honorários Advocatícios, Honorários Profissionais, Indenização / Dobra / Terço Constitucional, Indenização Adicional, Intervalo Intrajornada, Levantamento / Liberação, Multa de 40% do FGTS, Multa do Art. 475-J do CPC, Reflexos, Saldo de Salário, Vale Transporte, Valor da Causa",FALSE,no,ok,no,no,false
0010612-22.2015.5.01.0065,2015,Ação Trabalhista - Rito Ordinário,Adicional de Hora Extra,FALSE,no,ok,no,no,false
0010612-22.2015.5.01.0065,2015,Ação Trabalhista - Rito Ordinário,Adicional de Hora Extra,FALSE,no,ok,no,no,false
0011119-10.2021.5.03.0164,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
1001107-44.2020.5.02.0434,2020,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0001119-41.2015.5.02.0017,2015,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0010651-22.2019.5.15.0119,2019,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0100764-87.2019.5.01.0482,2019,Ação Trabalhista - Rito Ordinário,Aviso Prévio,FALSE,no,ok,no,no,false
0000169-88.2021.5.14.0081,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0020337-35.2019.5.04.0801,2019,Ação Trabalhista - Rito Ordinário,"Aviso Prévio, Décimo Terceiro Salário Proporcional, Férias Proporcionais, Multa de 40% do FGTS, Multa do Artigo 477 da CLT, Saldo de Salário",FALSE,no,ok,no,no,false
0020337-35.2019.5.04.0801,2019,Ação Trabalhista - Rito Ordinário,"Aviso Prévio, Décimo Terceiro Salário Proporcional, Férias Proporcionais, Multa de 40% do FGTS, Multa do Artigo 477 da CLT, Saldo de Salário",FALSE,no,ok,no,no,false
0100978-16.2020.5.01.0071,2020,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0000958-18.2021.5.12.0025,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0100685-16.2020.5.01.0081,2020,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras,FALSE,no,ok,no,no,false
0100685-16.2020.5.01.0081,2020,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras,FALSE,no,ok,no,no,false
0020829-89.2020.5.04.0381,2020,Ação Trabalhista - Rito Ordinário,Reconhecimento de Relação de Emprego,FALSE,no,ok,no,no,false
0020201-30.2014.5.04.0731,2014,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0100223-83.2017.5.01.0204,2017,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0001842-23.2016.5.12.0025,2016,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras - Assédio Moral - Intervalo 15 Minutos Mulher - Intervalo Interjornadas - Sobreaviso / Prontidão / Tempo à Disposição,FALSE,no,ok,no,no,false
0001842-23.2016.5.12.0025,2016,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras - Assédio Moral - Intervalo 15 Minutos Mulher - Intervalo Interjornadas - Sobreaviso / Prontidão / Tempo à Disposição,FALSE,no,ok,no,no,false
0011110-30.2015.5.01.0062,2015,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0000162-57.2019.5.06.0221,2019,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras,FALSE,no,ok,no,no,false
0010502-41.2015.5.03.0041,2015,Ação Trabalhista - Rito Ordinário,"Base de Cálculo, Acúmulo de Função, Base de Cálculo, Compensação de Jornada, Desconto Assistencial, Desconto Sindical, Horas Extras, Intervalo Interjornadas, Intervalo Intrajornada",FALSE,no,ok,no,no,false
0010502-41.2015.5.03.0041,2015,Ação Trabalhista - Rito Ordinário,"Base de Cálculo, Acúmulo de Função, Base de Cálculo, Compensação de Jornada, Desconto Assistencial, Desconto Sindical, Horas Extras, Intervalo Interjornadas, Intervalo Intrajornada",FALSE,no,ok,no,no,false
0020035-68.2021.5.04.0402,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0001686-03.2011.5.07.0008,2011,Ação Trabalhista - Rito Ordinário,Multa do Artigo 477 da CLT - Aviso Prévio - Multa de 40% do FGTS - Multa do Artigo 467 da CLT - Décimo Terceiro Salário Proporcional - Férias Proporcionais - Saldo de Salário - FGTS - Horas Extras - Décimo Terceiro Salário - Honorários Profissionais - Indenização / Terço Constitucional,FALSE,no,ok,no,no,false
0058000-65.2006.5.01.0022,2006,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0058000-65.2006.5.01.0022,2006,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0001295-06.2010.5.05.0019,2010,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0100123-42.2020.5.01.0522,2020,Ação Trabalhista - Rito Ordinário,Verbas Rescisórias,FALSE,no,ok,no,no,false
0100123-42.2020.5.01.0522,2020,Ação Trabalhista - Rito Ordinário,Verbas Rescisórias,FALSE,no,ok,no,no,false
0100616-07.2022.5.01.0471,2022,Ação Trabalhista - Rito Ordinário,"Integração em Verbas Rescisórias - Verbas Rescisórias - Salário / Diferença Salarial - DIREITO DO TRABALHO - Remuneração, Verbas Indenizatórias e Benefícios - Rescisão do Contrato de Trabalho",FALSE,no,ok,no,no,false
0020325-16.2021.5.04.0101,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
1001142-21.2020.5.02.0008,2020,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras,FALSE,no,ok,no,no,false
0010562-89.2015.5.15.0005,2015,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0011595-27.2018.5.15.0097,2018,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0000412-32.2022.5.12.0023,2022,Ação Trabalhista - Rito Ordinário,Rescisão Indireta,FALSE,no,ok,no,no,false
1000633-64.2014.5.02.0602,2014,Ação Trabalhista - Rito Ordinário,"Aviso Prévio, Acidente de Trabalho, Acúmulo de Função, Adicional Noturno, Adicional de Insalubridade, Ajuda / Tíquete Alimentação, Assédio Moral, Base de Cálculo, Base de Cálculo, Cesta Básica, Correção Monetária, Depósito / Diferença de Recolhimento, Desconfiguração de Justa Causa, Diferenças por Desvio de Função, Divisor, Décimo Terceiro Salário Proporcional, Equipamento de Proteção Individual - EPI, Expurgos Inflacionários, Férias Proporcionais, Gratificação de Férias, Horas Extras, Indenização, Indenização / Dobra / Terço Constitucional, Indenização por Dano Moral, Justa Causa / Falta Grave, Levantamento / Liberação, Liberação / Entrega das Guias, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Reclassificação, Reflexos, Saldo de Salário, Salário por Acúmulo de Cargo / Função, Supressão / Redução de Horas Extras Habituais - Indenização, Vale Transporte",FALSE,no,ok,no,no,false
1000633-64.2014.5.02.0602,2014,Ação Trabalhista - Rito Ordinário,"Aviso Prévio, Acidente de Trabalho, Acúmulo de Função, Adicional Noturno, Adicional de Insalubridade, Ajuda / Tíquete Alimentação, Assédio Moral, Base de Cálculo, Base de Cálculo, Cesta Básica, Correção Monetária, Depósito / Diferença de Recolhimento, Desconfiguração de Justa Causa, Diferenças por Desvio de Função, Divisor, Décimo Terceiro Salário Proporcional, Equipamento de Proteção Individual - EPI, Expurgos Inflacionários, Férias Proporcionais, Gratificação de Férias, Horas Extras, Indenização, Indenização / Dobra / Terço Constitucional, Indenização por Dano Moral, Justa Causa / Falta Grave, Levantamento / Liberação, Liberação / Entrega das Guias, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Reclassificação, Reflexos, Saldo de Salário, Salário por Acúmulo de Cargo / Função, Supressão / Redução de Horas Extras Habituais - Indenização, Vale Transporte",FALSE,no,ok,no,no,false
0010962-20.2022.5.03.0029,2022,Ação Trabalhista - Rito Ordinário,Indenização por Dano Moral - Acidente de Trabalho - Reconhecimento de Relação de Emprego - Indenização por Dano Material - Estabilidade Acidentária - Indenização por Dano Estético - Reintegração / Readmissão ou Indenização - Contrato Individual de Trabalho - Responsabilidade Civil do Empregador - DIREITO DO TRABALHO - Rescisão do Contrato de Trabalho,FALSE,no,ok,no,no,false
0010667-56.2022.5.03.0134,2022,Ação Trabalhista - Rito Ordinário,"Horas Extras - Comissão - Salário por Fora - Integração - Intervalo Intrajornada - Intervalo Interjornadas - Repouso Semanal Remunerado e Feriado - Honorários na Justiça do Trabalho - Salário / Diferença Salarial - Diárias - Duração do Trabalho - Sucumbência - DIREITO DO TRABALHO - DIREITO PROCESSUAL CIVIL E DO TRABALHO - Partes e Procuradores - Remuneração, Verbas Indenizatórias e Benefícios",FALSE,no,ok,no,no,false
1001202-71.2020.5.02.0241,2020,Ação Trabalhista - Rito Ordinário,Intervalo Interjornadas - Horas Extras - Intervalo Intrajornada - Vale Transporte,FALSE,no,ok,no,no,false
1001202-71.2020.5.02.0241,2020,Ação Trabalhista - Rito Ordinário,Intervalo Interjornadas - Horas Extras - Intervalo Intrajornada - Vale Transporte,FALSE,no,ok,no,no,false
0000956-07.2011.5.04.0030,2011,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
1001466-74.2017.5.02.0312,2017,Ação Trabalhista - Rito Ordinário,"Abono, Adicional Noturno, Adicional de Horas Extras, Adicional de Periculosidade, Anotação / Baixa / Retificação, Banco de Horas, Contratuais, Cálculo / Repercussão, Décimo Terceiro Salário Proporcional, Expurgos Inflacionários, Feriado em Dobro, Férias Proporcionais, Horas in Itinere, Indenizado - Efeitos, Indenização, Intervalo Intrajornada, Multa Convencional, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Prorrogação do Horário Noturno, Repouso Semanal Remunerado e Feriado, Saldo de Salário, Salário por Acúmulo de Cargo / Função, Trabalho aos Domingos",FALSE,no,ok,no,no,false
1001800-19.2017.5.02.0374,2017,Ação Trabalhista - Rito Ordinário,Comissão,FALSE,no,ok,no,no,false
1001800-19.2017.5.02.0374,2017,Ação Trabalhista - Rito Ordinário,Comissão,FALSE,no,ok,no,no,false
0020052-33.2019.5.04.0028,2019,Ação Trabalhista - Rito Ordinário,Acidente de Trabalho,FALSE,no,ok,no,no,false
0020246-04.2021.5.04.0015,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0010061-17.2021.5.15.0138,2021,Ação Trabalhista - Rito Ordinário,Reconhecimento de Relação de Emprego,FALSE,no,ok,no,no,false
0010061-17.2021.5.15.0138,2021,Ação Trabalhista - Rito Ordinário,Reconhecimento de Relação de Emprego,FALSE,no,ok,no,no,false
1001706-18.2021.5.02.0605,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0000546-37.2022.5.09.0025,2022,Ação Trabalhista - Rito Ordinário,"Indenização por Dano Moral - Multa do Artigo 477 da CLT - Multa de 40% do FGTS - Multa do Artigo 467 da CLT - FGTS - Horas Extras - Verbas Rescisórias - Reflexos - Intervalo Interjornadas - Reconhecimento de Relação de Emprego - CTPS - Multa Prevista em Norma Coletiva - Duração do Trabalho - Contrato Individual de Trabalho - Provas - Processo e Procedimento - Assistência Judiciária Gratuita - Responsabilidade Civil do Empregador - DIREITO DO TRABALHO - DIREITO PROCESSUAL CIVIL E DO TRABALHO - Partes e Procuradores - Remuneração, Verbas Indenizatórias e Benefícios - Rescisão do Contrato de Trabalho",FALSE,no,ok,no,no,false
0000365-10.2020.5.09.0024,2020,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0010818-92.2019.5.03.0080,2019,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
1000121-88.2021.5.02.0003,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0020602-28.2019.5.04.0028,2019,Ação Trabalhista - Rito Ordinário,Acidente de Trabalho,FALSE,no,ok,no,no,false
1000224-40.2021.5.02.0086,2021,Ação Trabalhista - Rito Ordinário,Redução / Supressão Prevista em Norma Coletiva,FALSE,no,ok,no,no,false
1000224-40.2021.5.02.0086,2021,Ação Trabalhista - Rito Ordinário,Redução / Supressão Prevista em Norma Coletiva,FALSE,no,ok,no,no,false
0010971-47.2014.5.15.0087,2014,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
1000436-29.2022.5.02.0441,2022,Ação Trabalhista - Rito Ordinário,"Indenização por Dano Moral - Horas Extras - Adicional Noturno - Intervalo Intrajornada - Intervalo Interjornadas - Honorários na Justiça do Trabalho - Descontos Salariais - Devolução - Duração do Trabalho - Responsabilidade Civil em Outras Relações de Trabalho - Sucumbência - DIREITO DO TRABALHO - DIREITO PROCESSUAL CIVIL E DO TRABALHO - Partes e Procuradores - Remuneração, Verbas Indenizatórias e Benefícios",FALSE,no,ok,no,no,false
1001336-07.2019.5.02.0024,2019,Ação Trabalhista - Rito Ordinário,"Adicional de Horas Extras, Abrangência da Condenação, Adicional de Periculosidade, Aviso Prévio, Décimo Terceiro Salário Proporcional, Férias Proporcionais, Multa Convencional, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Participação nos Lucros ou Resultados - PLR, Saldo de Salário",FALSE,no,ok,no,no,false
0010432-85.2013.5.01.0223,2013,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0045800-91.1996.5.01.0243,1996,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
1000179-44.2022.5.02.0072,2022,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
1000771-22.2022.5.02.0385,2022,Ação Trabalhista - Rito Ordinário,"Multa do Artigo 477 da CLT - Décimo Terceiro Salário Proporcional - FGTS - Horas Extras - Intervalo Intrajornada - Verbas Rescisórias - Ajuda / Tíquete Alimentação - Vale Transporte - Participação nos Lucros ou Resultados - PLR - Reconhecimento de Relação de Emprego - Duração do Trabalho - Contrato Individual de Trabalho - DIREITO DO TRABALHO - Remuneração, Verbas Indenizatórias e Benefícios - Rescisão do Contrato de Trabalho",FALSE,no,ok,no,no,false
0012930-35.2017.5.15.0059,2017,Ação Trabalhista - Rito Ordinário,"Salário por Fora - Integração, Adicional de Hora Extra, Ajuda / Tíquete Alimentação, Indenização por Dano Material, Intervalo Interjornadas, Multa de 40% do FGTS",FALSE,no,ok,no,no,false
0012930-35.2017.5.15.0059,2017,Ação Trabalhista - Rito Ordinário,"Salário por Fora - Integração, Adicional de Hora Extra, Ajuda / Tíquete Alimentação, Indenização por Dano Material, Intervalo Interjornadas, Multa de 40% do FGTS",FALSE,no,ok,no,no,false
0020278-74.2015.5.04.0611,2015,Ação Trabalhista - Rito Ordinário,"Aviso Prévio, DIREITO DO TRABALHO, Rescisão do Contrato de Trabalho, Verbas Rescisórias",FALSE,no,ok,no,no,false
0000500-11.2015.5.14.0007,2015,Ação Trabalhista - Rito Ordinário,Adicional Noturno - Adicional de Hora Extra - Aviso Prévio - Cesta Básica - Contratuais - Depósito / Diferença de Recolhimento - Divisor - Décimo Terceiro Salário - Décimo Terceiro Salário Proporcional - Férias Proporcionais - Indenização - Indenização / Dobra / Terço Constitucional - Indenização por Dano Moral - Integração ao Salário - Intervalo Interjornadas - Levantamento / Liberação - Liberação / Entrega das Guias - Multa Prevista em Norma Coletiva - Multa de 40% do FGTS - Multa do Artigo 467 da CLT - Multa do Artigo 477 da CLT - Norma Coletiva - Aplicabilidade / Cumprimento - Reconhecimento de Relação de Emprego - Reflexos - Saldo de Salário - Salário por Fora - Integração,FALSE,no,ok,no,no,false
0000500-11.2015.5.14.0007,2015,Ação Trabalhista - Rito Ordinário,Adicional Noturno - Adicional de Hora Extra - Aviso Prévio - Cesta Básica - Contratuais - Depósito / Diferença de Recolhimento - Divisor - Décimo Terceiro Salário - Décimo Terceiro Salário Proporcional - Férias Proporcionais - Indenização - Indenização / Dobra / Terço Constitucional - Indenização por Dano Moral - Integração ao Salário - Intervalo Interjornadas - Levantamento / Liberação - Liberação / Entrega das Guias - Multa Prevista em Norma Coletiva - Multa de 40% do FGTS - Multa do Artigo 467 da CLT - Multa do Artigo 477 da CLT - Norma Coletiva - Aplicabilidade / Cumprimento - Reconhecimento de Relação de Emprego - Reflexos - Saldo de Salário - Salário por Fora - Integração,FALSE,no,ok,no,no,false
1001228-89.2016.5.02.0312,2016,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0011141-61.2015.5.01.0511,2015,Ação Trabalhista - Rito Ordinário,Reconhecimento de Relação de Emprego,FALSE,no,ok,no,no,false
0101695-58.2016.5.01.0074,2016,Ação Trabalhista - Rito Ordinário,"Multa do Artigo 477 da CLT, Aviso Prévio, Férias Proporcionais, Levantamento / Liberação, Multa de 40% do FGTS, Multa do Artigo 467 da CLT",FALSE,no,ok,no,no,false
0101695-58.2016.5.01.0074,2016,Ação Trabalhista - Rito Ordinário,"Multa do Artigo 477 da CLT, Aviso Prévio, Férias Proporcionais, Levantamento / Liberação, Multa de 40% do FGTS, Multa do Artigo 467 da CLT",FALSE,no,ok,no,no,false
0011665-65.2021.5.15.0153,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
1000396-22.2017.5.02.0312,2017,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0010702-74.2017.5.18.0101,2017,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
1000219-70.2021.5.02.0004,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0010269-55.2021.5.15.0023,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0000635-98.2020.5.12.0008,2020,Ação Trabalhista - Rito Ordinário,Desconfiguração de Justa Causa,FALSE,no,ok,no,no,false
0000635-98.2020.5.12.0008,2020,Ação Trabalhista - Rito Ordinário,Desconfiguração de Justa Causa,FALSE,no,ok,no,no,false
0000488-66.2022.5.09.0661,2022,Ação Trabalhista - Rito Ordinário,Horas Extras - Indenização por Dano Moral - Intervalo Interjornadas - Intervalo Intrajornada - Repouso Semanal Remunerado e Feriado,FALSE,no,ok,no,no,false
0010915-69.2016.5.15.0143,2016,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0011837-48.2021.5.15.0010,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0010534-80.2014.5.01.0059,2014,Ação Trabalhista - Rito Ordinário,"Anotação / Baixa / Retificação, Adicional de Horas Extras, Aviso Prévio, Contratuais, Décimo Terceiro Salário Proporcional, Ente Público, Férias Proporcionais, Indenização por Dano Moral, Liberação / Entrega das Guias, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT",FALSE,no,ok,no,no,false
0010534-80.2014.5.01.0059,2014,Ação Trabalhista - Rito Ordinário,"Anotação / Baixa / Retificação, Adicional de Horas Extras, Aviso Prévio, Contratuais, Décimo Terceiro Salário Proporcional, Ente Público, Férias Proporcionais, Indenização por Dano Moral, Liberação / Entrega das Guias, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT",FALSE,no,ok,no,no,false
1001718-09.2021.5.02.0063,2021,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0010846-10.2019.5.03.0032,2019,Ação Trabalhista - Rito Ordinário,Reconhecimento de Relação de Emprego,FALSE,no,ok,no,no,false
0000248-53.2017.5.12.0052,2017,Ação Trabalhista - Rito Ordinário,Desabonadora,FALSE,no,ok,no,no,false
0000248-53.2017.5.12.0052,2017,Ação Trabalhista - Rito Ordinário,Desabonadora,FALSE,no,ok,no,no,false
0000421-40.2020.5.09.0122,2020,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0011588-68.2016.5.15.0044,2016,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0000230-16.2018.5.12.0046,2018,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras,FALSE,no,ok,no,no,false
0000230-16.2018.5.12.0046,2018,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras,FALSE,no,ok,no,no,false
1000559-41.2020.5.02.0362,2020,Ação Trabalhista - Rito Ordinário,"Reconhecimento de Relação de Emprego, Abrangência da Condenação, Acidente de Trabalho, Adicional de Horas Extras, Adicional de Insalubridade, Depósito / Diferença de Recolhimento, Décimo Terceiro Salário Proporcional, Férias Proporcionais, Honorários na Justiça do Trabalho, Indenizado - Efeitos, Indenização / Dobra / Terço Constitucional, Intimação / Notificação, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Saldo de Salário",FALSE,no,ok,no,no,false
1000559-41.2020.5.02.0362,2020,Ação Trabalhista - Rito Ordinário,"Reconhecimento de Relação de Emprego, Abrangência da Condenação, Acidente de Trabalho, Adicional de Horas Extras, Adicional de Insalubridade, Depósito / Diferença de Recolhimento, Décimo Terceiro Salário Proporcional, Férias Proporcionais, Honorários na Justiça do Trabalho, Indenizado - Efeitos, Indenização / Dobra / Terço Constitucional, Intimação / Notificação, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Saldo de Salário",FALSE,no,ok,no,no,false
0010032-84.2019.5.15.0057,2019,Ação Trabalhista - Rito Ordinário,Reconhecimento de Relação de Emprego - Adicional Noturno - Adicional de Hora Extra - Anotação na CTPS - Dano Moral / Material - Indenização por Dano Material,FALSE,no,ok,no,no,false
0010032-84.2019.5.15.0057,2019,Ação Trabalhista - Rito Ordinário,Reconhecimento de Relação de Emprego - Adicional Noturno - Adicional de Hora Extra - Anotação na CTPS - Dano Moral / Material - Indenização por Dano Material,FALSE,no,ok,no,no,false
0001038-98.2011.5.02.0319,2011,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0000516-42.2022.5.10.0811,2022,Ação Trabalhista - Rito Ordinário,"Integração em Verbas Rescisórias - Salário / Diferença Salarial - DIREITO DO TRABALHO - Remuneração, Verbas Indenizatórias e Benefícios",FALSE,no,ok,no,no,false
0000087-70.2022.5.12.0051,2022,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0000771-95.2017.5.09.0651,2017,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
0000750-41.2011.5.05.0005,2011,Ação Trabalhista - Rito Ordinário,,FALSE,no,ok,no,vazio,false
1000997-69.2018.5.02.0384,2018,Ação Trabalhista - Rito Ordinário,Horas Extras,FALSE,no,ok,no,no,false
1000997-69.2018.5.02.0384,2018,Ação Trabalhista - Rito Ordinário,Horas Extras,FALSE,no,ok,no,no,false
1001127-85.2016.5.02.0301,2016,Ação Trabalhista - Rito Ordinário,"Salário por Fora - Integração, Adicional Noturno, Adicional de Horas Extras, Adicional de Insalubridade, Aviso Prévio, Comissão, Depósito / Diferença de Recolhimento, Décimo Terceiro Salário Proporcional, Férias Proporcionais, Honorários na Justiça do Trabalho, Indenização, Indenização / Dobra / Terço Constitucional, Indenização por Dano Moral, Integração em Verbas Rescisórias, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Saldo de Salário",FALSE,no,ok,no,no,false
