cnj_number,doc_id_type,doc_id_number,canonical_name,canonical_type,cover_name,court,forum,court_section,nature,subject,laws_via_cnj_subject,pole,is_criminal,is_carta_precatoria
1002554-65.2013.5.02.0320,CPF,CPF,NOME,NOME,NOME,TRT2,,10ª Vara do Trabalho de Guarulhos,Ação Trabalhista - Rito Ordinário,Adicional de Periculosidade - Acidente de Trabalho - Acidente de Trabalho - Adicional de Hora Extra - Diferenças por Desvio de Função - Horas Extras - Indenização por Dano Estético,,polo_ativo,FALSE,FALSE
1002554-65.2013.5.02.0320,CPF,CPF,NOME,NOME,NOME,TRT2,,10ª Vara do Trabalho de Guarulhos,Ação Trabalhista - Rito Ordinário,Adicional de Periculosidade - Acidente de Trabalho - Acidente de Trabalho - Adicional de Hora Extra - Diferenças por Desvio de Função - Horas Extras - Indenização por Dano Estético,,polo_ativo,FALSE,FALSE
0010376-20.2020.5.03.0104,CPF,CPF,NOME,NOME,NOME,TRT3,,4ª Vara do Trabalho de Uberlândia,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0012289-19.2016.5.03.0026,CPF,CPF,NOME,NOME,NOME,TRT3,,1ª Vara do Trabalho de Betim,Ação Trabalhista - Rito Ordinário,Salário por Fora - Integração,,polo_ativo,FALSE,FALSE
0012289-19.2016.5.03.0026,CPF,CPF,NOME,NOME,NOME,TRT3,,1ª Vara do Trabalho de Betim,Ação Trabalhista - Rito Ordinário,Salário por Fora - Integração,,polo_ativo,FALSE,FALSE
0000906-54.2018.5.13.0007,CPF,CPF,NOME,NOME,NOME,TRT13,7ª Turma,1ª Vara do Trabalho de Campina Grande,Ação Trabalhista - Rito Ordinário,Reconhecimento de Relação de Emprego,,polo_ativo,FALSE,FALSE
0000906-54.2018.5.13.0007,CPF,CPF,NOME,NOME,NOME,TRT13,7ª Turma,1ª Vara do Trabalho de Campina Grande,Ação Trabalhista - Rito Ordinário,Reconhecimento de Relação de Emprego,,polo_ativo,FALSE,FALSE
1000028-28.2020.5.02.0079,CPF,CPF,NOME,NOME,NOME,TRT2,,79ª Vara do Trabalho de São Paulo,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras,,polo_ativo,FALSE,FALSE
1002228-60.2017.5.02.0613,CPF,CPF,NOME,NOME,NOME,TRT2,,13ª Vara do Trabalho de São Paulo - Zona Leste,Ação Trabalhista - Rito Ordinário,,,polo_passivo,FALSE,FALSE
0001211-42.2015.5.07.0029,CPF,CPF,NOME,NOME,NOME,TRT7,,Única Vara do Trabalho de Tianguá,Ação Trabalhista - Rito Ordinário,"Correção Monetária, Anotação na CTPS, Aviso Prévio",,polo_ativo,FALSE,FALSE
0001211-42.2015.5.07.0029,CPF,CPF,NOME,NOME,NOME,TRT7,,Única Vara do Trabalho de Tianguá,Ação Trabalhista - Rito Ordinário,"Correção Monetária, Anotação na CTPS, Aviso Prévio",,polo_ativo,FALSE,FALSE
0010349-51.2021.5.15.0077,CPF,CPF,NOME,NOME,NOME,TRT15,,Vara do Trabalho de Indaiatuba,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0010821-93.2017.5.03.0152,CPF,CPF,NOME,NOME,NOME,TRT3,,3ª Vara do Trabalho de Uberaba,Ação Trabalhista - Rito Ordinário,Salário / Pagamento - Adicional de Insalubridade - Aumento Compensatório Especial - Diferenças por Desvio de Função,,polo_ativo,FALSE,FALSE
0010821-93.2017.5.03.0152,CPF,CPF,NOME,NOME,NOME,TRT3,,3ª Vara do Trabalho de Uberaba,Ação Trabalhista - Rito Ordinário,Salário / Pagamento - Adicional de Insalubridade - Aumento Compensatório Especial - Diferenças por Desvio de Função,,polo_ativo,FALSE,FALSE
0100047-62.2017.5.01.0024,CPF,CPF,NOME,NOME,NOME,TRT1,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0011550-78.2019.5.18.0008,CPF,CPF,NOME,NOME,NOME,TRT18,,8ª VARA DO TRABALHO DE GOIÂNIA,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
1000284-54.2020.5.02.0019,CPF,CPF,NOME,NOME,NOME,TRT2,,19ª Vara do Trabalho de São Paulo,Ação Trabalhista - Rito Ordinário,"Reflexos, Adicional de Hora Extra, Cartão de Ponto, Contratuais, Descontos Salariais - Devolução, Intervalo Interjornadas, Trabalho Externo",,polo_ativo,FALSE,FALSE
0010804-68.2014.5.15.0042,CPF,CPF,NOME,NOME,NOME,TRT15,,2ª Vara do Trabalho de Ribeirão Preto,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
1001001-56.2017.5.02.0315,CPF,CPF,NOME,NOME,NOME,TRT2,,5ª Vara do Trabalho de Guarulhos,Ação Trabalhista - Rito Ordinário,"Reconhecimento de Relação de Emprego, Adicional de Hora Extra, Adicional de Horas Extras, Adicional de Periculosidade, Assédio Moral, Aviso Prévio, Indenização / Dobra / Terço Constitucional, Indenização Adicional, Integração em Verbas Rescisórias, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Proporcional, Saldo de Salário",,polo_ativo,FALSE,FALSE
0011167-47.2017.5.15.0140,CPF,CPF,NOME,NOME,NOME,TRT15,,Vara do Trabalho de Atibaia,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras - Adicional de Hora Extra - Diárias - Hora Noturna Reduzida - Indenização por Dano Moral - Intervalo Interjornadas - Prorrogação do Horário Noturno - Repouso Semanal Remunerado e Feriado - Salário por Fora - Integração,,polo_ativo,FALSE,FALSE
0011167-47.2017.5.15.0140,CPF,CPF,NOME,NOME,NOME,TRT15,,Vara do Trabalho de Atibaia,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras - Adicional de Hora Extra - Diárias - Hora Noturna Reduzida - Indenização por Dano Moral - Intervalo Interjornadas - Prorrogação do Horário Noturno - Repouso Semanal Remunerado e Feriado - Salário por Fora - Integração,,polo_ativo,FALSE,FALSE
0000425-69.2016.5.05.0012,CPF,CPF,NOME,NOME,NOME,TRT5,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0001047-24.2014.5.15.0083,CPF,CPF,NOME,NOME,NOME,TRT15,3ª Câmara (Segunda Turma),VARA DO TRABALHO,Ação Trabalhista - Rito Ordinário,RTOrd - Ação Trabalhista - Rito Ordinário,,polo_ativo,FALSE,FALSE
1000010-51.2022.5.02.0462,CPF,CPF,NOME,NOME,NOME,TRT2,,2ª Vara do Trabalho de São Bernardo do Campo,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0011309-02.2021.5.15.0014,CPF,CPF,NOME,NOME,NOME,TRT15,,1ª Vara do Trabalho de Limeira,Ação Trabalhista - Rito Ordinário,,,polo_passivo,FALSE,FALSE
0010376-07.2018.5.15.0023,CPF,CPF,NOME,NOME,NOME,TRT15,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0010850-45.2022.5.15.0117,CPF,CPF,NOME,NOME,NOME,TRT15,Vara do Trabalho,Vara do Trabalho de São Joaquim da Barra,Ação Trabalhista - Rito Ordinário,"Indenização por Dano Moral - Horas Extras - Adicional Noturno - Intervalo Intrajornada - Intervalo Interjornadas - Repouso Semanal Remunerado e Feriado - Cesta Básica - Duração do Trabalho - Responsabilidade Civil do Empregador - DIREITO DO TRABALHO - Remuneração, Verbas Indenizatórias e Benefícios",,polo_ativo,FALSE,FALSE
0010993-28.2018.5.15.0132,CPF,CPF,NOME,NOME,NOME,TRT15,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
1000437-91.2020.5.02.0341,CPF,CPF,NOME,NOME,NOME,TRT2,,1ª Vara do Trabalho de Itaquaquecetuba,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0002112-62.2016.5.12.0020,CPF,CPF,NOME,NOME,NOME,TRT12,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0100244-79.2020.5.01.0034,CPF,CPF,NOME,NOME,NOME,TRT1,,34ª Vara do Trabalho do Rio de Janeiro,Ação Trabalhista - Rito Ordinário,Sobreaviso / Prontidão / Tempo à DisposiçãoAcúmulo de FunçãoAdicional de Horas Extras,,polo_ativo,FALSE,FALSE
0100244-79.2020.5.01.0034,CPF,CPF,NOME,NOME,NOME,TRT1,,34ª Vara do Trabalho do Rio de Janeiro,Ação Trabalhista - Rito Ordinário,Sobreaviso / Prontidão / Tempo à DisposiçãoAcúmulo de FunçãoAdicional de Horas Extras,,polo_ativo,FALSE,FALSE
0001417-09.2015.5.12.0032,CPF,CPF,NOME,NOME,NOME,TRT12,,1ª VARA DO TRABALHO SÃO JOSÉ,Ação Trabalhista - Rito Ordinário,Horas Extras,,polo_ativo,FALSE,FALSE
0000153-70.2021.5.06.0142,CPF,CPF,NOME,NOME,NOME,TRT6,,2ª Vara do Trabalho de Jaboatão,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
1001102-46.2019.5.02.0211,CPF,CPF,NOME,NOME,NOME,TRT2,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
1001115-83.2022.5.02.0714,CPF,CPF,NOME,NOME,NOME,TRT2,Vara do Trabalho,14ª Vara do Trabalho de São Paulo - Zona Sul,Ação Trabalhista - Rito Ordinário,Rescisão Indireta - DIREITO DO TRABALHO - Rescisão do Contrato de Trabalho,,polo_ativo,FALSE,FALSE
0020051-48.2019.5.04.0028,CPF,CPF,NOME,NOME,NOME,TRT4,,28ª VARA DO TRABALHO DE PORTO ALEGRE,Ação Trabalhista - Rito Ordinário,Indenização por Dano Moral,,polo_ativo,FALSE,FALSE
0011202-15.2014.5.01.0071,CPF,CPF,NOME,NOME,NOME,TRT1,,71ª Vara do Trabalho do Rio de Janeiro,Ação Trabalhista - Rito Ordinário,Aviso Prévio,,polo_ativo,FALSE,FALSE
0011202-15.2014.5.01.0071,CPF,CPF,NOME,NOME,NOME,TRT1,,71ª Vara do Trabalho do Rio de Janeiro,Ação Trabalhista - Rito Ordinário,Aviso Prévio,,polo_ativo,FALSE,FALSE
0001970-13.2017.5.12.0056,CPF,CPF,NOME,NOME,NOME,TRT12,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
1001350-77.2016.5.02.0385,CPF,CPF,NOME,NOME,NOME,TRT2,,5ª Vara do Trabalho de Osasco,Ação Trabalhista - Rito Ordinário,"Adicional de Periculosidade, Abrangência da Condenação, Adicional de Hora Extra, Adicional de Horas Extras, Adicional de Insalubridade, Ajuda / Tíquete Alimentação, Armazenamento de Líquido Inflamável, Assédio Moral, Depósito / Diferença de Recolhimento, Desconto Assistencial, Desconto Sindical, Descontos Salariais - Devolução, Honorários Periciais, Intervalo Interjornadas, Multa de 40% do FGTS, Multa do Art. 475-J do CPC, Multa do Artigo 477 da CLT, Outros Agentes Insalubres, Outros Descontos Salariais, Prorrogação do Horário Noturno, Raios Solares, Reflexos, Vale Transporte, Vale Transporte",,polo_ativo,FALSE,FALSE
1001350-77.2016.5.02.0385,CPF,CPF,NOME,NOME,NOME,TRT2,,5ª Vara do Trabalho de Osasco,Ação Trabalhista - Rito Ordinário,"Adicional de Periculosidade, Abrangência da Condenação, Adicional de Hora Extra, Adicional de Horas Extras, Adicional de Insalubridade, Ajuda / Tíquete Alimentação, Armazenamento de Líquido Inflamável, Assédio Moral, Depósito / Diferença de Recolhimento, Desconto Assistencial, Desconto Sindical, Descontos Salariais - Devolução, Honorários Periciais, Intervalo Interjornadas, Multa de 40% do FGTS, Multa do Art. 475-J do CPC, Multa do Artigo 477 da CLT, Outros Agentes Insalubres, Outros Descontos Salariais, Prorrogação do Horário Noturno, Raios Solares, Reflexos, Vale Transporte, Vale Transporte",,polo_ativo,FALSE,FALSE
1001107-45.2019.5.02.0445,CPF,CPF,NOME,NOME,NOME,TRT2,,5ª Vara do Trabalho de Santos,Ação Trabalhista - Rito Ordinário,Acidente de Trabalho,,polo_ativo,FALSE,FALSE
0000037-05.2010.5.05.0651,CPF,CPF,NOME,NOME,NOME,TRT5,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0010184-27.2016.5.15.0126,CPF,CPF,NOME,NOME,NOME,TRT15,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
1000924-61.2020.5.02.0050,CPF,CPF,NOME,NOME,NOME,TRT2,,50ª Vara do Trabalho de São Paulo,Ação Trabalhista - Rito Ordinário,Rescisão Indireta,,polo_ativo,FALSE,FALSE
1000924-61.2020.5.02.0050,CPF,CPF,NOME,NOME,NOME,TRT2,,50ª Vara do Trabalho de São Paulo,Ação Trabalhista - Rito Ordinário,Rescisão Indireta,,polo_ativo,FALSE,FALSE
0020569-56.2016.5.04.0541,CPF,CPF,NOME,NOME,NOME,TRT4,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0010834-83.2022.5.03.0163,CPF,CPF,NOME,NOME,NOME,TRT3,Vara do Trabalho,6ª Vara do Trabalho de Betim,Ação Trabalhista - Rito Ordinário,Dispensa / Rescisão do Contrato de Trabalho - Direito de Greve - Abusividade / Ilegalidade - DIREITO DO TRABALHO - Direito Coletivo,,polo_passivo,FALSE,FALSE
0020830-74.2020.5.04.0381,CPF,CPF,NOME,NOME,NOME,TRT4,,1ª VARA DO TRABALHO DE TAQUARA,Ação Trabalhista - Rito Ordinário,Acidente de Trabalho,,polo_ativo,FALSE,FALSE
0000404-34.2013.5.15.0008,CPF,CPF,NOME,NOME,NOME,TRT15,,VARA DO TRABALHO,Ação Trabalhista - Rito Ordinário,Custas / Emolumentos,,polo_ativo,FALSE,FALSE
0000404-34.2013.5.15.0008,CPF,CPF,NOME,NOME,NOME,TRT15,,VARA DO TRABALHO,Ação Trabalhista - Rito Ordinário,Custas / Emolumentos,,polo_ativo,FALSE,FALSE
0001016-26.2010.5.05.0017,CPF,CPF,NOME,NOME,NOME,TRT5,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0001116-21.2020.5.09.0016,CPF,CPF,NOME,NOME,NOME,TRT9,,16ª VARA DO TRABALHO DE CURITIBA,Ação Trabalhista - Rito Ordinário,Anotação / Baixa / Retificação,,polo_passivo,FALSE,FALSE
0010335-24.2016.5.15.0148,CPF,CPF,NOME,NOME,NOME,TRT15,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0000779-91.2015.5.02.0019,CPF,CPF,NOME,NOME,NOME,TRT2,,19ª Vara do Trabalho de São Paulo,Ação Trabalhista - Rito Ordinário,,,polo_passivo,FALSE,FALSE
0001631-42.2013.5.02.0066,CPF,CPF,NOME,NOME,NOME,TRT2,,66ª Vara do Trabalho de São Paulo,Ação Trabalhista - Rito Ordinário,"Adicional Noturno, Abono Pecuniário, Adicional de Hora Extra, Ajuda / Tíquete Alimentação, Assistência Judiciária Gratuita, Assédio Moral, Aviso Prévio, Base de Cálculo, Contratuais, Correção Monetária, Depósito / Diferença de Recolhimento, Décimo Terceiro Salário, Décimo Terceiro Salário Proporcional, Expurgos Inflacionários, FGTS, Honorários Advocatícios, Honorários Profissionais, Indenização / Dobra / Terço Constitucional, Indenização Adicional, Intervalo Intrajornada, Levantamento / Liberação, Multa de 40% do FGTS, Multa do Art. 475-J do CPC, Reflexos, Saldo de Salário, Vale Transporte, Valor da Causa",,polo_ativo,FALSE,FALSE
0001631-42.2013.5.02.0066,CPF,CPF,NOME,NOME,NOME,TRT2,,66ª Vara do Trabalho de São Paulo,Ação Trabalhista - Rito Ordinário,"Adicional Noturno, Abono Pecuniário, Adicional de Hora Extra, Ajuda / Tíquete Alimentação, Assistência Judiciária Gratuita, Assédio Moral, Aviso Prévio, Base de Cálculo, Contratuais, Correção Monetária, Depósito / Diferença de Recolhimento, Décimo Terceiro Salário, Décimo Terceiro Salário Proporcional, Expurgos Inflacionários, FGTS, Honorários Advocatícios, Honorários Profissionais, Indenização / Dobra / Terço Constitucional, Indenização Adicional, Intervalo Intrajornada, Levantamento / Liberação, Multa de 40% do FGTS, Multa do Art. 475-J do CPC, Reflexos, Saldo de Salário, Vale Transporte, Valor da Causa",,polo_ativo,FALSE,FALSE
0010612-22.2015.5.01.0065,CPF,CPF,NOME,NOME,NOME,TRT1,,65ª Vara do Trabalho do Rio de Janeiro,Ação Trabalhista - Rito Ordinário,Adicional de Hora Extra,,polo_ativo,FALSE,FALSE
0010612-22.2015.5.01.0065,CPF,CPF,NOME,NOME,NOME,TRT1,,65ª Vara do Trabalho do Rio de Janeiro,Ação Trabalhista - Rito Ordinário,Adicional de Hora Extra,,polo_ativo,FALSE,FALSE
0011119-10.2021.5.03.0164,CPF,CPF,NOME,NOME,NOME,TRT3,,6ª Vara do Trabalho de Contagem,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
1001107-44.2020.5.02.0434,CPF,CPF,NOME,NOME,NOME,TRT2,,4ª Vara do Trabalho de Santo André,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0001119-41.2015.5.02.0017,CPF,CPF,NOME,NOME,NOME,TRT2,,17ª Vara do Trabalho de São Paulo,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0010651-22.2019.5.15.0119,CPF,CPF,NOME,NOME,NOME,TRT15,,Vara do Trabalho de Caçapava,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0100764-87.2019.5.01.0482,CPF,CPF,NOME,NOME,NOME,TRT1,,2ª Vara do Trabalho de Macaé,Ação Trabalhista - Rito Ordinário,Aviso Prévio,,polo_ativo,FALSE,FALSE
0000169-88.2021.5.14.0081,CPF,CPF,NOME,NOME,NOME,TRT14,,VARA DO TRABALHO DE JARU,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0020337-35.2019.5.04.0801,CPF,CPF,NOME,NOME,NOME,TRT4,,1ª VARA DO TRABALHO DE URUGUAIANA,Ação Trabalhista - Rito Ordinário,"Aviso Prévio, Décimo Terceiro Salário Proporcional, Férias Proporcionais, Multa de 40% do FGTS, Multa do Artigo 477 da CLT, Saldo de Salário",,polo_ativo,FALSE,FALSE
0020337-35.2019.5.04.0801,CPF,CPF,NOME,NOME,NOME,TRT4,,1ª VARA DO TRABALHO DE URUGUAIANA,Ação Trabalhista - Rito Ordinário,"Aviso Prévio, Décimo Terceiro Salário Proporcional, Férias Proporcionais, Multa de 40% do FGTS, Multa do Artigo 477 da CLT, Saldo de Salário",,polo_ativo,FALSE,FALSE
0100978-16.2020.5.01.0071,CPF,CPF,NOME,NOME,NOME,TRT1,,71ª Vara do Trabalho do Rio de Janeiro,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0000958-18.2021.5.12.0025,CPF,CPF,NOME,NOME,NOME,TRT12,,VARA DO TRABALHO DE XANXERÊ,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0100685-16.2020.5.01.0081,CPF,CPF,NOME,NOME,NOME,TRT1,,81ª Vara do Trabalho do Rio de Janeiro,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras,,polo_ativo,FALSE,FALSE
0100685-16.2020.5.01.0081,CPF,CPF,NOME,NOME,NOME,TRT1,,81ª Vara do Trabalho do Rio de Janeiro,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras,,polo_ativo,FALSE,FALSE
0020829-89.2020.5.04.0381,CPF,CPF,NOME,NOME,NOME,TRT4,,1ª VARA DO TRABALHO DE TAQUARA,Ação Trabalhista - Rito Ordinário,Reconhecimento de Relação de Emprego,,polo_ativo,FALSE,FALSE
0020201-30.2014.5.04.0731,CPF,CPF,NOME,NOME,NOME,TRT4,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0100223-83.2017.5.01.0204,CPF,CPF,NOME,NOME,NOME,TRT1,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0001842-23.2016.5.12.0025,CPF,CPF,NOME,NOME,NOME,TRT12,5ª Turma,VARA DO TRABALHO DE XANXERÊ,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras - Assédio Moral - Intervalo 15 Minutos Mulher - Intervalo Interjornadas - Sobreaviso / Prontidão / Tempo à Disposição,,polo_ativo,FALSE,FALSE
0001842-23.2016.5.12.0025,CPF,CPF,NOME,NOME,NOME,TRT12,5ª Turma,VARA DO TRABALHO DE XANXERÊ,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras - Assédio Moral - Intervalo 15 Minutos Mulher - Intervalo Interjornadas - Sobreaviso / Prontidão / Tempo à Disposição,,polo_ativo,FALSE,FALSE
0011110-30.2015.5.01.0062,CPF,CPF,NOME,NOME,NOME,TRT1,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0000162-57.2019.5.06.0221,CPF,CPF,NOME,NOME,NOME,TRT6,,Vara Única do Trabalho de Escada,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras,"- Artigo 74 da Lei nº 8.112 de 11 de Dezembro de 1990
- Artigo 73 da Lei nº 8.112 de 11 de Dezembro de 1990
- Inciso V do Artigo 61 da Lei nº 8.112 de 11 de Dezembro de 1990
- Artigo 61 da Lei nº 8.112 de 11 de Dezembro de 1990",polo_ativo,FALSE,FALSE
0010502-41.2015.5.03.0041,CPF,CPF,NOME,NOME,NOME,TRT3,,1ª Vara do Trabalho de Uberaba,Ação Trabalhista - Rito Ordinário,"Base de Cálculo, Acúmulo de Função, Base de Cálculo, Compensação de Jornada, Desconto Assistencial, Desconto Sindical, Horas Extras, Intervalo Interjornadas, Intervalo Intrajornada",,polo_ativo,FALSE,FALSE
0010502-41.2015.5.03.0041,CPF,CPF,NOME,NOME,NOME,TRT3,,1ª Vara do Trabalho de Uberaba,Ação Trabalhista - Rito Ordinário,"Base de Cálculo, Acúmulo de Função, Base de Cálculo, Compensação de Jornada, Desconto Assistencial, Desconto Sindical, Horas Extras, Intervalo Interjornadas, Intervalo Intrajornada",,polo_ativo,FALSE,FALSE
0020035-68.2021.5.04.0402,CPF,CPF,NOME,NOME,NOME,TRT4,,2ª VARA DO TRABALHO DE CAXIAS DO SUL,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0001686-03.2011.5.07.0008,CPF,CPF,NOME,NOME,NOME,TRT7,VT,8,Ação Trabalhista - Rito Ordinário,Multa do Artigo 477 da CLT - Aviso Prévio - Multa de 40% do FGTS - Multa do Artigo 467 da CLT - Décimo Terceiro Salário Proporcional - Férias Proporcionais - Saldo de Salário - FGTS - Horas Extras - Décimo Terceiro Salário - Honorários Profissionais - Indenização / Terço Constitucional,,polo_ativo,FALSE,FALSE
0058000-65.2006.5.01.0022,CPF,CPF,NOME,NOME,NOME,TRT1,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0058000-65.2006.5.01.0022,CPF,CPF,NOME,NOME,NOME,TRT1,,,Ação Trabalhista - Rito Ordinário,,,polo_passivo,FALSE,FALSE
0001295-06.2010.5.05.0019,CPF,CPF,NOME,NOME,NOME,TRT5,,,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0100123-42.2020.5.01.0522,CPF,CPF,NOME,NOME,NOME,TRT1,,2ª Vara do Trabalho de Resende,Ação Trabalhista - Rito Ordinário,Verbas Rescisórias,,polo_ativo,FALSE,FALSE
0100123-42.2020.5.01.0522,CPF,CPF,NOME,NOME,NOME,TRT1,,2ª Vara do Trabalho de Resende,Ação Trabalhista - Rito Ordinário,Verbas Rescisórias,,polo_ativo,FALSE,FALSE
0100616-07.2022.5.01.0471,CPF,CPF,NOME,NOME,NOME,TRT1,Vara do Trabalho,1ª Vara do Trabalho de Itaperuna,Ação Trabalhista - Rito Ordinário,"Integração em Verbas Rescisórias - Verbas Rescisórias - Salário / Diferença Salarial - DIREITO DO TRABALHO - Remuneração, Verbas Indenizatórias e Benefícios - Rescisão do Contrato de Trabalho",,polo_ativo,FALSE,FALSE
0020325-16.2021.5.04.0101,CPF,CPF,NOME,NOME,NOME,TRT4,,1ª VARA DO TRABALHO DE PELOTAS,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
1001142-21.2020.5.02.0008,CPF,CPF,NOME,NOME,NOME,TRT2,,8ª Vara do Trabalho de São Paulo,Ação Trabalhista - Rito Ordinário,Adicional de Horas Extras,,polo_ativo,FALSE,FALSE
0010562-89.2015.5.15.0005,CPF,CPF,NOME,NOME,NOME,TRT15,,1ª Vara do Trabalho de Bauru,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0011595-27.2018.5.15.0097,CPF,CPF,NOME,NOME,NOME,TRT15,,4ª Vara do Trabalho de Jundiaí,Ação Trabalhista - Rito Ordinário,,,polo_ativo,FALSE,FALSE
0000412-32.2022.5.12.0023,CPF,CPF,NOME,NOME,NOME,TRT12,Vara do Trabalho,VARA DO TRABALHO DE ARARANGUÁ,Ação Trabalhista - Rito Ordinário,Rescisão Indireta,,polo_ativo,FALSE,FALSE
1000633-64.2014.5.02.0602,CPF,CPF,NOME,NOME,NOME,TRT2,,2ª Vara do Trabalho de São Paulo - Zona Leste,Ação Trabalhista - Rito Ordinário,"Aviso Prévio, Acidente de Trabalho, Acúmulo de Função, Adicional Noturno, Adicional de Insalubridade, Ajuda / Tíquete Alimentação, Assédio Moral, Base de Cálculo, Base de Cálculo, Cesta Básica, Correção Monetária, Depósito / Diferença de Recolhimento, Desconfiguração de Justa Causa, Diferenças por Desvio de Função, Divisor, Décimo Terceiro Salário Proporcional, Equipamento de Proteção Individual - EPI, Expurgos Inflacionários, Férias Proporcionais, Gratificação de Férias, Horas Extras, Indenização, Indenização / Dobra / Terço Constitucional, Indenização por Dano Moral, Justa Causa / Falta Grave, Levantamento / Liberação, Liberação / Entrega das Guias, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Reclassificação, Reflexos, Saldo de Salário, Salário por Acúmulo de Cargo / Função, Supressão / Redução de Horas Extras Habituais - Indenização, Vale Transporte",,polo_ativo,FALSE,FALSE
1000633-64.2014.5.02.0602,CPF,CPF,NOME,NOME,NOME,TRT2,,2ª Vara do Trabalho de São Paulo - Zona Leste,Ação Trabalhista - Rito Ordinário,"Aviso Prévio, Acidente de Trabalho, Acúmulo de Função, Adicional Noturno, Adicional de Insalubridade, Ajuda / Tíquete Alimentação, Assédio Moral, Base de Cálculo, Base de Cálculo, Cesta Básica, Correção Monetária, Depósito / Diferença de Recolhimento, Desconfiguração de Justa Causa, Diferenças por Desvio de Função, Divisor, Décimo Terceiro Salário Proporcional, Equipamento de Proteção Individual - EPI, Expurgos Inflacionários, Férias Proporcionais, Gratificação de Férias, Horas Extras, Indenização, Indenização / Dobra / Terço Constitucional, Indenização por Dano Moral, Justa Causa / Falta Grave, Levantamento / Liberação, Liberação / Entrega das Guias, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Reclassificação, Reflexos, Saldo de Salário, Salário por Acúmulo de Cargo / Função, Supressão / Redução de Horas Extras Habituais - Indenização, Vale Transporte",,polo_ativo,FALSE,FALSE
0010962-20.2022.5.03.0029,CPF,CPF,NOME,NOME,NOME,TRT3,Vara do Trabalho,1ª Vara do Trabalho de Contagem,Ação Trabalhista - Rito Ordinário,Indenização por Dano Moral - Acidente de Trabalho - Reconhecimento de Relação de Emprego - Indenização por Dano Material - Estabilidade Acidentária - Indenização por Dano Estético - Reintegração / Readmissão ou Indenização - Contrato Individual de Trabalho - Responsabilidade Civil do Empregador - DIREITO DO TRABALHO - Rescisão do Contrato de Trabalho,,polo_ativo,FALSE,FALSE
